station,connecting_line,connecting_lineLabel,coordinate_location,stationLabel
http://www.wikidata.org/entity/Q5118642,http://www.wikidata.org/entity/Q588499,Linha 2 do Metrô de São Paulo,Point(-46.63061 -23.59262),Estação Chácara Klabin
http://www.wikidata.org/entity/Q10275649,http://www.wikidata.org/entity/Q5245848,Linha 9 do Trem Metropolitano de São Paulo,Point(-46.6910362 -23.5853404),Estação Cidade Jardim
http://www.wikidata.org/entity/Q10275651,http://www.wikidata.org/entity/Q5245848,Linha 9 do Trem Metropolitano de São Paulo,Point(-46.711764 -23.557639),Estação Cidade Universitária
http://www.wikidata.org/entity/Q5137302,http://www.wikidata.org/entity/Q588499,Linha 2 do Metrô de São Paulo,Point(-46.670603 -23.55431),Estação Clínicas
http://www.wikidata.org/entity/Q10275659,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.795694444 -23.525722222),Estação Comandante Sampaio
http://www.wikidata.org/entity/Q10275661,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.482339 -23.485098),Estação Comendador Ermelino
http://www.wikidata.org/entity/Q5158299,http://www.wikidata.org/entity/Q3362568,Linha 1 do Metrô de São Paulo,Point(-46.641142 -23.636209),Estação Conceição
http://www.wikidata.org/entity/Q2994646,http://www.wikidata.org/entity/Q588499,Linha 2 do Metrô de São Paulo,Point(-46.66091 -23.557516),Estação Consolação
http://www.wikidata.org/entity/Q10275693,http://www.wikidata.org/entity/Q5245830,Linha 11 do Trem Metropolitano de São Paulo,Point(-46.44813 -23.54177),Estação Dom Bosco
http://www.wikidata.org/entity/Q10275692,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.72162 -23.51879),Estação Domingos de Moraes
http://www.wikidata.org/entity/Q10275732,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.92868 -23.5352),Estação Engenheiro Cardoso
http://www.wikidata.org/entity/Q10275733,http://www.wikidata.org/entity/Q6553067,Linha 13 do Trem Metropolitano de São Paulo,Point(-46.52 -23.498056),Estação Engenheiro Goulart
http://www.wikidata.org/entity/Q10275733,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.52 -23.498056),Estação Engenheiro Goulart
http://www.wikidata.org/entity/Q10275731,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.368114 -23.479509),Estação Engenheiro Manuel Feio
http://www.wikidata.org/entity/Q10275745,http://www.wikidata.org/entity/Q5245830,Linha 11 do Trem Metropolitano de São Paulo,Point(-46.18505 -23.51574),Estação Estudantes
http://www.wikidata.org/entity/Q8779010,http://www.wikidata.org/entity/Q3308465,Linha 5 do Metrô de São Paulo,Point(-46.66861 -23.60979),Estação Eucaliptos
http://www.wikidata.org/entity/Q5435213,http://www.wikidata.org/entity/Q3308457,Linha 4 do Metrô de São Paulo,Point(-46.693826 -23.56677),Estação Faria Lima
http://www.wikidata.org/entity/Q18475332,http://www.wikidata.org/entity/Q5430612,Linha 15 do Metrô de São Paulo,Point(-46.48749 -23.61182),Estação Fazenda da Juta
http://www.wikidata.org/entity/Q10275758,http://www.wikidata.org/entity/Q5245830,Linha 11 do Trem Metropolitano de São Paulo,Point(-46.368731111 -23.540998055),Estação Ferraz de Vasconcelos
http://www.wikidata.org/entity/Q5477606,http://www.wikidata.org/entity/Q3308457,Linha 4 do Metrô de São Paulo,Point(-46.684167 -23.566111),Estação Fradique Coutinho
http://www.wikidata.org/entity/Q8778984,http://www.wikidata.org/entity/Q3296728,Linha 7 do Trem Metropolitano de São Paulo,Point(-46.7422 -23.2817),Estação Francisco Morato
http://www.wikidata.org/entity/Q48855762,http://www.wikidata.org/entity/Q3296728,Linha 7 do Trem Metropolitano de São Paulo,Point(-46.72642 -23.32979),Estação Franco da Rocha
http://www.wikidata.org/entity/Q10275824,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.815638888 -23.5235),Estação General Miguel Costa
http://www.wikidata.org/entity/Q5563882,http://www.wikidata.org/entity/Q3308465,Linha 5 do Metrô de São Paulo,Point(-46.734247 -23.643964),Estação Giovanni Gronchi
http://www.wikidata.org/entity/Q10275832,http://www.wikidata.org/entity/Q5245848,Linha 9 do Trem Metropolitano de São Paulo,Point(-46.696944444 -23.7365),Estação Grajaú
http://www.wikidata.org/entity/Q10275834,http://www.wikidata.org/entity/Q5245848,Linha 9 do Trem Metropolitano de São Paulo,Point(-46.712 -23.6275),Estação Granja Julieta
http://www.wikidata.org/entity/Q10275835,http://www.wikidata.org/entity/Q5245830,Linha 11 do Trem Metropolitano de São Paulo,Point(-46.4156 -23.54231),Estação Guaianases
http://www.wikidata.org/entity/Q10275838,http://www.wikidata.org/entity/Q5245819,Linha 10 do Trem Metropolitano de São Paulo,Point(-46.448532 -23.692172),Estação Guapituba
http://www.wikidata.org/entity/Q18475595,http://www.wikidata.org/entity/Q6553067,Linha 13 do Trem Metropolitano de São Paulo,Point(-46.493333 -23.448611),Estação Guarulhos-Cecap
http://www.wikidata.org/entity/Q5615996,http://www.wikidata.org/entity/Q3294315,Linha 3 do Metrô de São Paulo,Point(-46.516553 -23.529292),Estação Guilhermina-Esperança
http://www.wikidata.org/entity/Q10275851,http://www.wikidata.org/entity/Q5245848,Linha 9 do Trem Metropolitano de São Paulo,Point(-46.6985866 -23.5736821),Estação Hebraica-Rebouças
http://www.wikidata.org/entity/Q8779002,http://www.wikidata.org/entity/Q3308457,Linha 4 do Metrô de São Paulo,Point(-46.652305555 -23.549138888),Estação Higienópolis-Mackenzie
http://www.wikidata.org/entity/Q7929982,http://www.wikidata.org/entity/Q3308465,Linha 5 do Metrô de São Paulo,Point(-46.64559 -23.59838),Estação Hospital São Paulo
http://www.wikidata.org/entity/Q10275869,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.737462 -23.523779),Estação Imperatriz Leopoldina
http://www.wikidata.org/entity/Q10275874,http://www.wikidata.org/entity/Q5245819,Linha 10 do Trem Metropolitano de São Paulo,Point(-46.5965849 -23.5825036),Estação Ipiranga
http://www.wikidata.org/entity/Q10275880,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.402264 -23.493988),Estação Itaim Paulista
http://www.wikidata.org/entity/Q10275882,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.93525 -23.54554),Estação Itapevi
http://www.wikidata.org/entity/Q10275883,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.348518 -23.485703),Estação Itaquaquecetuba
http://www.wikidata.org/entity/Q10275886,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.9026 -23.52776),Estação Jandira
http://www.wikidata.org/entity/Q6541063,http://www.wikidata.org/entity/Q3362568,Linha 1 do Metrô de São Paulo,Point(-46.635654 -23.554772),Estação Japão - Liberdade
http://www.wikidata.org/entity/Q8779018,http://www.wikidata.org/entity/Q3296728,Linha 7 do Trem Metropolitano de São Paulo,Point(-46.7388 -23.4551),Estação Jaraguá
http://www.wikidata.org/entity/Q10275888,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.88929 -23.51402),Estação Jardim Belval
http://www.wikidata.org/entity/Q65173157,http://www.wikidata.org/entity/Q5430612,Linha 15 do Metrô de São Paulo,Point(-46.46908 -23.59916),Estação Jardim Colonial
http://www.wikidata.org/entity/Q10275890,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.4211309 -23.492719),Estação Jardim Helena-Vila Mara
http://www.wikidata.org/entity/Q19707230,http://www.wikidata.org/entity/Q5430612,Linha 15 do Metrô de São Paulo,Point(-46.507144 -23.607142),Estação Jardim Planalto
http://www.wikidata.org/entity/Q10275891,http://www.wikidata.org/entity/Q5245789,Linha 12 do Trem Metropolitano de São Paulo,Point(-46.3855487 -23.4849259),Estação Jardim Romano
http://www.wikidata.org/entity/Q10275894,http://www.wikidata.org/entity/Q3296720,Linha 8 do Trem Metropolitano de São Paulo,Point(-46.89354 -23.52357),Estação Jardim Silveira
